kodOrganizacie,nazovOrganizacie,kodNadurovne,kategoria,2015,2016,2017,2018,2019,2020,2021
506613,Trenčianske Teplice,800309,DLH,1079898.31,269652.65,168505.03,68236.85,22720.85,233134.0,808418.81
506648,Veľká Hradná,800309,DLH,108840.0,96464.0,79088.0,61712.0,44336.0,28920.0,22704.0
506656,Veľké Bierovce,800309,DLH,,1552.16,59851.09,43551.04,29051.04,13886.0,13886.0
545686,Melčice-Lieskové,800309,DLH,,133.0,133.0,0.0,0.0,0.0,155487.0
545741,Trenčianske Stankovce,800309,DLH,32226.4,,0.0,0.0,0.0,67408.0,67408.0
546682,Skalka nad Váhom,800309,DLH,274339.99,274339.99,244721.99,244721.99,390000.0,372195.0,333195.0
556475,Zamarovce,800309,DLH,,880.45,2949.86,0.0,52882.48,51445.74,174385.44
581348,Petrova Lehota,800309,DLH,16835.02,14115.02,9758.74,8486.74,7214.74,8450.74,10178.74
501026,Komárno,800401,DLH,4340489.16,1731355.49,2897134.59,2665303.54,2039137.83,1625180.41,2116550.69
501034,Bajč,800401,DLH,28938.0,27911.12,17310.01,6482.2,1361.99,30708.35,340258.39
501042,Bodza,800401,DLH,68330.0,76441.62,76711.62,66451.62,56191.62,102614.43,93314.43
501069,Brestovec,800401,DLH,40635.32,36811.92,-922.74,-1118.11,-1177.36,9157.0,52075.07
501077,Búč,800401,DLH,111180.61,102896.12,94545.38,86129.64,77671.08,90428.3,81877.97
501085,Čalovec,800401,DLH,162313.44,143773.44,125286.47,111546.47,161806.47,142493.47,124313.47
501093,Číčov,800401,DLH,210715.77,179249.07,152156.04,126685.25,101132.75,97593.22,72756.77
501107,Dedina Mládeže,800401,DLH,18734.57,16094.57,23454.57,20405.47,37765.47,40023.47,35792.57
501115,Svätý Peter,800401,DLH,2427.01,,333748.0,410386.56,354839.41,380137.56,325614.74
501123,Dulovce,800401,DLH,,,0.0,0.0,0.0,26693.0,26693.0
501140,Hurbanovo,800401,DLH,2408583.57,1414136.45,1277287.18,1283631.76,1003378.92,1185491.11,1158849.15
501158,Chotín,800401,DLH,,470000.0,0.0,0.0,0.0,55344.0,55344.0
501166,Imeľ,800401,DLH,235442.19,209882.19,173318.77,139758.77,94262.97,108406.97,205102.42
501174,Iža,800401,DLH,131111.52,149585.95,114790.69,90203.05,166872.7,518948.9,471982.4
501182,Kameničná,800401,DLH,161672.0,143987.0,354130.77,107841.24,88041.24,98328.24,78528.24
501191,Klížska Nemá,800401,DLH,154589.1,132551.57,127006.14,163509.01,164903.69,124679.96,111440.16
501204,Kolárovo,800401,DLH,591778.24,694985.32,658635.96,929255.01,1045451.84,1106464.5,1280333.61
501212,Kravany nad Dunajom,800401,DLH,0.0,,,105080.69,,107563.19,130089.63
501221,Lipové,800401,DLH,,,0.0,0.0,0.0,0.0,0.0
501239,Marcelová,800401,DLH,709426.0,272941.0,207301.0,177435.0,104235.0,97900.0,79959.0
501247,Martovce,800401,DLH,48469.56,41568.47,35098.13,47291.69,38291.12,77999.35,70513.15
501255,Moča,800401,DLH,174866.54,149017.56,167155.97,182354.89,173847.44,172559.53,138215.53
501263,Modrany,800401,DLH,,,0.0,0.0,32.9,104517.0,124557.0
501271,Mudroňovo,800401,DLH,,,0.0,0.0,0.0,0.0,1496.0
501280,Nesvady,800401,DLH,69242.51,30579.27,636602.58,1397736.0,1295472.0,1285374.0,1183110.0
501301,Okoličná na Ostrove,800401,DLH,24357.89,13116.29,1875.29,146345.09,125130.59,128737.0,107521.0
501310,Patince,800401,DLH,,,0.0,0.0,,,14075.23
501328,Pribeta,800401,DLH,,,0.0,0.0,0.0,48153.0,48153.0
501336,Radvaň nad Dunajom,800401,DLH,,,0.0,0.0,0.0,0.0,12437.0
501344,Sokolce,800401,DLH,,,0.0,0.0,0.0,22437.0,22437.0
501352,Šrobárová,800401,DLH,26025.41,24830.45,23635.49,22440.53,21245.57,20050.61,18855.65
501361,Tôň,800401,DLH,21725.42,15075.42,8425.42,1775.42,87000.0,16214.2,16214.2
501379,Trávnik,800401,DLH,42100.0,36325.81,38410.56,61831.7,56892.44,41163.0,59220.2
501387,Veľké Kosihy,800401,DLH,124996.83,121500.0,97.54,0.0,0.0,15262.0,15262.0
501395,Bátorove Kosihy,800401,DLH,139639.58,103539.98,67440.38,38874.6,19799.0,62854.4,60027.0
501409,Vrbová nad Váhom,800401,DLH,26455.73,26455.73,32398.73,34252.59,64927.0,67266.0,54906.0
501417,Zemianska Olča,800401,DLH,0.0,6308.7,3154.31,0.0,0.0,295035.98,691909.88
501425,Zlatná na Ostrove,800401,DLH,154125.0,113025.0,154469.27,360266.3,295670.82,287414.3,247082.3
555819,Bodzianske Lúky,800401,DLH,,,0.0,0.0,95464.85,2351.0,2351.0
555827,Virt,800401,DLH,29457.59,30220.61,31796.14,28316.91,31391.57,42729.74,39430.0
580911,Holiare,800401,DLH,73242.0,65562.0,57882.0,50202.0,42522.0,43535.0,35855.0
502031,Levice,800402,DLH,413722.43,1768825.91,1496308.44,1622523.4,3036637.96,3377696.72,3005756.48
502049,Bajka,800402,DLH,,,0.0,0.0,0.0,6611.0,6611.0
502057,Bátovce,800402,DLH,225569.96,202385.96,247584.95,239857.37,193905.37,353301.0,175656.37
502065,Beša,800402,DLH,19604.0,14708.0,9812.0,4916.0,0.0,0.0,0.0
502073,Bielovce,800402,DLH,48054.39,29318.04,23474.04,18480.59,22413.59,21140.59,17008.18
502090,Bory,800402,DLH,,279.83,280.81,17820.03,15203.61,119792.48,9913.61
502103,Brhlovce,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502111,Čajkov,800402,DLH,,380.09,0.0,88148.71,0.0,12004.23,8351.69
502120,Čaka,800402,DLH,47890.61,59895.38,60892.54,150667.89,64667.87,75813.53,61291.61
502154,Demandice,800402,DLH,45444.77,30127.65,109660.72,48445.07,74309.52,73059.6,238493.67
502162,Devičany,800402,DLH,,,0.0,0.0,0.0,4837.0,4837.0
502171,Dolná Seč,800402,DLH,19570.07,19570.07,17070.07,80624.88,111210.07,13733.07,10133.0
502189,Dolné Semerovce,800402,DLH,,,0.0,0.0,49234.0,0.0,0.0
502197,Dolný Pial,800402,DLH,110079.15,100079.15,90079.15,80079.15,104026.79,54599.95,175216.71
502201,Domadice,800402,DLH,1000.06,1000.06,1000.06,1000.06,1000.06,0.0,1000.06
502219,Drženice,800402,DLH,94094.25,,0.0,0.0,0.0,104765.0,4765.0
502227,Farná,800402,DLH,27531.97,19133.1,45954.43,166764.78,218194.19,451018.13,405376.2
502243,Hokovce,800402,DLH,88680.76,,0.0,0.0,0.0,0.0,0.0
502251,Hontianska Vrbica,800402,DLH,77818.23,70354.23,62890.23,74925.23,65457.23,55989.23,46521.23
502260,Horná Seč,800402,DLH,57371.0,51371.0,45371.0,39371.0,33371.0,37670.0,37670.0
502278,Horné Semerovce,800402,DLH,39070.0,53810.92,40759.12,116675.67,100204.19,85294.95,225792.95
502286,Horné Turovce,800402,DLH,,,0.0,0.0,48924.0,9992.0,9992.0
502294,Horný Pial,800402,DLH,,,0.0,0.0,0.0,3187.0,3187.0
502324,Hronovce,800402,DLH,267797.99,213692.76,0.0,238688.22,361817.88,346947.48,295934.74
502332,Hronské Kľačany,800402,DLH,,,0.0,0.0,0.0,0.0,25023.0
502341,Hronské Kosihy,800402,DLH,9388.51,,0.0,0.0,82591.48,0.0,0.0
502359,Iňa,800402,DLH,,,0.0,0.0,0.0,20444.4,0.0
502367,Ipeľské Úľany,800402,DLH,17045.0,,0.0,0.0,0.0,101230.89,18029.63
502375,Ipeľský Sokolec,800402,DLH,,,15890.53,0.0,0.0,0.0,16794.0
502383,Jabloňovce,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502391,Jur nad Hronom,800402,DLH,104562.52,92840.0,87920.0,80960.0,218134.17,88624.51,140000.0
502413,Kalná nad Hronom,800402,DLH,217000.0,172802.0,124876.0,72352.0,24136.0,40000.0,40000.0
502421,Kozárovce,800402,DLH,,,0.0,0.0,0.0,38000.0,38000.0
502430,Krškany,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502448,Kubáňovo,800402,DLH,,,10244.77,8981.62,7776.72,9618.12,8288.04
502456,Kukučínov,800402,DLH,-3275.87,0.0,0.0,47477.15,47477.16,30502.53,8880.45
502464,Kuraľany,800402,DLH,48195.12,64367.21,52217.09,37220.97,153207.01,198572.96,103070.35
502472,Keť,800402,DLH,17322.35,7370.59,2562.05,52655.04,55319.04,52053.04,38049.04
502481,Lok,800402,DLH,42789.17,32789.17,25789.17,38427.88,141094.48,204201.23,273263.69
502499,Lontov,800402,DLH,,,0.0,0.0,0.0,11627.0,11627.0
502502,Lula,800402,DLH,,,0.0,0.0,0.0,52129.0,52129.0
502511,Málaš,800402,DLH,47731.39,47009.66,47157.72,42470.92,34850.63,49238.88,43107.98
502537,Malé Ludince,800402,DLH,15003.02,12621.98,10240.94,7859.9,15432.11,16764.47,
502570,Mýtne Ludany,800402,DLH,,,0.0,0.0,0.0,49849.0,213310.04
502588,Nová Dedina,800402,DLH,,44636.0,117484.0,83668.0,49852.0,,
502596,Nový Tekov,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502600,Nýrovce,800402,DLH,120788.0,112364.0,137311.4,157426.71,165446.79,255353.8,280463.29
502618,Ondrejovce,800402,DLH,,,0.0,0.0,0.0,8365.0,8365.0
502626,Pastovce,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502634,Pečenice,800402,DLH,1238.37,247.77,0.0,77165.98,0.0,0.0,0.0
502642,Plášťovce,800402,DLH,312221.3,182869.13,139177.61,97012.0,62476.0,57445.0,41014.0
502651,Plavé Vozokany,800402,DLH,,84950.0,107686.08,110320.0,87816.0,67950.0,63950.0
502669,Podlužany,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502677,Pohronský Ruskov,800402,DLH,77375.89,70767.53,64753.03,61561.0,92903.0,207849.2,201998.0
502693,Pukanec,800402,DLH,155842.0,133138.0,112286.0,93254.0,0.0,90613.0,71581.0
502707,Rybník,800402,DLH,150000.0,,0.0,0.0,0.0,26570.0,87234.0
502715,Santovka,800402,DLH,,,13.17,25000.0,74825.68,117774.0,141734.0
502723,Sazdice,800402,DLH,8231.96,2658.89,0.0,0.0,117005.65,26936.31,18943.8
502731,Sikenica,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502740,Slatina,800402,DLH,26740.0,9100.0,2100.0,92100.0,2100.0,2100.0,6375.0
502758,Starý Hrádok,800402,DLH,,,0.0,0.0,0.0,45018.77,42073.0
502766,Starý Tekov,800402,DLH,,,207832.0,186328.0,164824.0,143320.0,121816.0
502782,Šahy,800402,DLH,219307.37,172788.6,115503.66,73783.96,72118.72,500235.96,623161.59
502791,Šalov,800402,DLH,16846.31,,0.0,0.0,0.0,104052.84,104052.84
502804,Šarovce,800402,DLH,171290.77,16998.97,6748.8,0.0,0.0,0.0,0.0
502812,Tehla,800402,DLH,,12440.0,0.0,0.0,18600.0,20200.0,101002.0
502821,Tekovské Lužany,800402,DLH,80000.0,87586.83,63853.89,1051586.71,482425.56,640739.44,712559.44
502847,Tekovský Hrádok,800402,DLH,,,0.0,0.0,100000.0,5319.0,5319.0
502863,Tlmače,800402,DLH,289077.89,226005.89,784867.89,889092.68,772634.71,755241.54,697147.27
502871,Tupá,800402,DLH,3258.74,798.74,0.0,0.0,188324.94,151461.58,66149.59
502880,Turá,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502898,Uhliská,800402,DLH,,,0.0,0.0,0.0,,
502910,Veľké Ludince,800402,DLH,44465.11,30428.03,16314.61,2323.38,381480.0,25898.0,117563.0
502928,Veľké Turovce,800402,DLH,,,0.0,0.0,0.0,62647.73,62647.73
502936,Veľký Ďur,800402,DLH,28310.03,16307.1,16292.84,9444.67,3156.22,23956.0,23956.0
502944,Vyškovce nad Ipľom,800402,DLH,,,0.0,0.0,0.0,0.0,70212.0
502952,Vyšné nad Hronom,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
502961,Zalaba,800402,DLH,7414.76,6214.76,5014.76,68382.79,2614.76,19962.4,35029.01
502979,Zbrojníky,800402,DLH,14364.0,7164.0,0.0,0.0,7600.0,0.0,0.0
502987,Želiezovce,800402,DLH,1106270.68,0.0,1276704.8,1082760.8,1480958.76,2038872.8,1801068.8
502995,Žemberovce,800402,DLH,30470.0,10483.0,0.0,0.0,0.0,24000.0,24000.0
503002,Žemliare,800402,DLH,,,0.0,0.0,75251.28,0.0,0.0
545350,Hontianske Trsťany,800402,DLH,54488.96,48762.17,43208.49,43312.88,42155.77,140375.92,140471.82
555843,Čata,800402,DLH,19875.96,4600.98,232.0,78364.73,165971.85,178024.85,165395.45
556777,Jesenské,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
580937,Bohunice,800402,DLH,,,0.0,0.0,0.0,1851.0,1851.0
581135,Malé Kozmálovce,800402,DLH,,16436.43,20730.66,30072.74,1249.4,4878.92,7183.31
581160,Veľké Kozmálovce,800402,DLH,,,0.0,0.0,0.0,12140.0,12140.0
581895,Hrkovce,800402,DLH,,,0.0,0.0,0.0,0.0,0.0
500011,Nitra,800403,DLH,16241815.04,23250658.27,20003005.46,17583459.37,16527423.42,19298746.91,19213770.26
500020,Alekšince,800403,DLH,,,0.0,0.0,241230.0,245623.0,219775.0
500046,Báb,800403,DLH,,,194999.0,174995.0,154991.0,157442.0,137438.0
500071,Branč,800403,DLH,,98030.0,608904.65,221721.91,178521.91,375249.85,363419.17
500101,Čakajovce,800403,DLH,,,0.0,0.0,0.0,0.0,4.0
500135,Čeľadice,800403,DLH,258342.25,137987.2,115223.2,92459.2,69695.2,81504.23,62875.58
500160,Čifáre,800403,DLH,,,74738.59,117432.07,109070.83,101305.82,92944.58
500194,Dolné Obdokovce,800403,DLH,19572.13,7174.41,0.0,0.0,0.0,19281.0,19281.0
500232,Golianovo,800403,DLH,119039.09,102599.09,86159.09,69719.09,155588.09,164844.09,137640.09
500313,Hruboňovo,800403,DLH,,,0.0,0.0,0.0,0.0,0.0
500356,Jarok,800403,DLH,393412.74,133308.56,85113.07,57883.77,34127.03,267277.83,224128.0
500372,Jelenec,800403,DLH,373583.2,348047.2,322511.2,296975.2,392425.61,707921.23,613639.2
500381,Jelšovce,800403,DLH,31753.5,24357.54,16961.58,9565.62,4044.43,16000.0,45577.0
500399,Kapince,800403,DLH,,,0.0,0.0,0.0,0.0,0.0
500402,Klasov,800403,DLH,262111.0,252969.7,255261.86,222329.27,190958.0,200907.0,224935.0
500411,Kolíňany,800403,DLH,329916.02,299940.02,284224.02,314062.17,322425.17,317576.89,287060.68
500453,Lehota,800403,DLH,,,0.0,0.0,0.0,42000.0,42000.0
500470,Lúčnica nad Žitavou,800403,DLH,73248.0,64092.0,54936.0,45780.0,36624.0,112968.0,103812.0
500488,Lukáčovce,800403,DLH,96921.03,59589.02,48046.33,24970.33,1816.72,147972.38,129400.94
500518,Veľké Chyndice,800403,DLH,,,0.0,0.0,0.0,0.0,0.0
500534,Malé Zálužie,800403,DLH,2282.14,302.14,0.0,0.0,0.0,0.0,0.0
500569,Melek,800403,DLH,,,0.0,0.0,0.0,0.0,0.0
500577,Mojmírovce,800403,DLH,7999.2,115000.0,255163.81,387920.0,341360.0,365040.0,318480.0
500631,Nová Ves nad Žitavou,800403,DLH,141368.15,,0.0,0.0,0.0,0.0,0.0
500640,Nové Sady,800403,DLH,244143.16,,0.0,281355.0,261015.0,240675.0,220335.0
500666,Paňa,800403,DLH,,,0.0,0.0,51381.0,45610.0,41110.0
500674,Podhorany,800403,DLH,75038.36,53568.56,32098.76,10628.96,0.0,0.0,0.0
500682,Pohranice,800403,DLH,214581.93,157472.53,148974.51,129154.24,115336.2,110781.32,95356.36
500691,Poľný Kesov,800403,DLH,,,0.0,0.0,0.0,11249.0,61709.08
500704,Rišňovce,800403,DLH,,,0.0,0.0,0.0,108543.62,400000.04
500712,Rumanová,800403,DLH,115984.96,280122.82,250528.0,221056.0,191584.0,177621.0,148149.0
500780,Šurianky,800403,DLH,,,0.0,0.0,0.0,190086.0,190365.77
500798,Tajná,800403,DLH,35454.41,28080.25,22494.3,113278.94,147139.9,126772.23,129360.68
500844,Veľká Dolina,800403,DLH,28880.0,22208.0,15536.0,,80029.72,0.0,0.0
500887,Veľké Zálužie,800403,DLH,,4.95,0.0,0.0,0.0,0.0,0.0
500895,Veľký Cetín,800403,DLH,81075.34,36953.5,76789.03,48109.03,35269.03,47729.03,34889.03
500917,Vinodol,800403,DLH,,,0.0,0.0,0.0,0.0,4.0
500933,Vráble,800403,DLH,1809726.02,1506726.02,1203726.02,1465348.16,1202768.88,1268495.02,1039386.31
500941,Výčapy-Opatovce,800403,DLH,173530.99,108054.59,65136.0,38332.0,11528.0,0.0,0.0
500950,Zbehy,800403,DLH,61871.52,44195.52,26519.52,8843.52,0.0,39245.0,39245.0
500992,Žirany,800403,DLH,,,0.0,0.0,40000.0,0.0,0.0
501018,Žitavce,800403,DLH,,,0.0,0.0,0.0,0.0,0.0
545589,Cabaj-Čápor,800403,DLH,1536946.0,1471642.0,1403854.24,1333450.0,1250096.0,1187564.0,1122033.7
545635,Horné Lefantovce,800403,DLH,,,0.0,0.0,0.0,0.0,0.0
555851,Malý Lapáš,800403,DLH,82726.8,140101.81,123000.97,105900.13,122040.0,111552.0,101064.0
555860,Veľký Lapáš,800403,DLH,,141288.15,116628.15,91968.15,203915.51,414576.15,346738.15
555886,Čechynce,800403,DLH,,,0.0,0.0,0.0,19430.0,19430.0
555908,Malý Cetín,800403,DLH,25981.45,25981.45,23581.45,23581.45,23581.45,21418.45,31418.45
555959,Hosťová,800403,DLH,0.0,,0.0,23332.0,18328.0,21336.0,16332.0
555967,Telince,800403,DLH,54244.0,46072.0,37200.0,29528.0,20856.0,99684.0,6184.0
555991,Svätoplukovo,800403,DLH,,,0.0,0.0,0.0,34445.0,21113.0
556696,Nitrianske Hrnčiarovce,800403,DLH,,,0.0,0.0,0.0,0.0,0.0
556785,Malé Chyndice,800403,DLH,0.0,,0.0,0.0,0.0,4770.0,4770.0
558320,Ivanka pri Nitre,800403,DLH,432338.0,366518.0,546353.48,508643.85,470939.8,480936.8,443232.8
580899,Lužianky,800403,DLH,,269679.37,209679.37,150004.79,90004.79,30004.79,0.0
581097,Ľudovítová,800403,DLH,15000.0,13000.0,10000.0,7000.0,7000.0,3000.0,0.0
581623,Babindol,800403,DLH,0.0,,0.0,49999.99,39991.99,14921.0,165333.0
581691,Štefanovičová,800403,DLH,,,0.0,0.0,0.0,4351.0,4351.0
582387,Čab,800403,DLH,78617.94,55816.57,52940.65,50064.73,47479.27,44603.35,41727.43
582425,Dolné Lefantovce,800403,DLH,88482.76,40078.76,38674.76,30766.36,53955.16,62181.86,73923.22
582697,Bádice,800403,DLH,,,0.0,0.0,15900.0,41924.91,33956.91
582719,Štitáre,800403,DLH,32712.0,26664.0,20616.0,14568.0,8520.0,2472.0,0.0
503011,Nové Zámky,800404,DLH,5691337.13,4648151.32,4202344.45,4778055.2,4972245.22,5045527.4,5425456.45
503029,Andovce,800404,DLH,72319.57,47788.01,40235.08,29520.0,103424.0,111107.0,96587.0
503037,Bajtava,800404,DLH,,5767.53,4355.07,2942.47,0.0,28331.0,200327.0
503045,Bánov,800404,DLH,499202.68,471072.85,441592.12,481693.0,551178.58,511298.71,470921.38
503053,Bardoňovo,800404,DLH,,,0.0,0.0,54254.46,88338.0,78342.0
503061,Belá,800404,DLH,,,0.0,0.0,0.0,6845.0,6845.0
503070,Bešeňov,800404,DLH,,,0.0,0.0,0.0,0.0,0.0
503088,Bíňa,800404,DLH,107608.69,76278.17,71910.07,63537.53,36491.14,47153.14,163962.0
503096,Branovo,800404,DLH,39833.83,39833.83,51129.2,88517.36,59000.0,54830.0,74830.0
503100,Bruty,800404,DLH,,,0.0,0.0,0.0,9300.0,9300.0
503118,Čechy,800404,DLH,,,0.0,63780.0,0.0,0.0,0.0
503126,Černík,800404,DLH,,178303.52,0.0,0.0,0.0,19381.0,19381.0
503134,Dedinka,800404,DLH,,,0.0,0.0,0.0,11596.0,11596.0
503151,Dolný Ohaj,800404,DLH,66055.68,56057.64,46059.6,36061.56,226063.52,235635.48,205477.44
503169,Dubník,800404,DLH,259438.46,99205.05,88201.05,77197.05,66193.05,55189.05,44185.05
503177,Dvory nad Žitavou,800404,DLH,,,0.0,598929.68,948147.24,1461507.69,1555995.4
503185,Gbelce,800404,DLH,37893.45,37555.69,26600.0,20900.0,15200.0,50645.0,44945.0
503193,Hul,800404,DLH,127037.7,94185.53,20867.62,53084.27,37722.0,49919.0,39395.0
503207,Chľaba,800404,DLH,,,0.0,0.0,0.0,11633.0,11633.0
503215,Jasová,800404,DLH,88688.37,77881.77,67075.17,56268.57,45461.97,55213.37,68292.26
503223,Jatov,800404,DLH,,,0.0,0.0,17.7,21.18,0.0
503231,Kamenica nad Hronom,800404,DLH,120155.31,101915.31,83675.31,171398.83,141806.83,133045.83,103453.83
503240,Kamenín,800404,DLH,47324.43,,28587.52,19221.26,9988.91,30236.91,28719.14
503258,Kamenný Most,800404,DLH,36216.72,27876.72,19536.72,11196.72,2856.72,0.0,0.0
503266,Kmeťovo,800404,DLH,,,0.0,0.0,0.0,0.0,27600.0
503274,Kolta,800404,DLH,,,0.0,0.0,0.0,0.0,0.0
503282,Komjatice,800404,DLH,66536.02,,0.0,0.0,0.0,0.0,0.0
503291,Komoča,800404,DLH,90096.04,68938.75,55058.0,73273.2,55837.2,53249.2,35813.2
503312,Leľa,800404,DLH,,,0.0,24319.87,19759.87,15199.87,10639.87
503321,Lipová,800404,DLH,,,93898.48,81849.78,69873.49,57897.2,173680.9
503339,Ľubá,800404,DLH,,,0.0,0.0,149173.25,0.0,0.0
503347,Malá nad Hronom,800404,DLH,51473.03,48108.96,44523.24,40937.52,37351.8,40715.08,42058.02
503355,Malé Kosihy,800404,DLH,,,0.0,0.0,0.0,0.0,6409.0
503363,Maňa,800404,DLH,99842.62,78168.58,61058.99,72924.83,56544.83,40164.83,24439.83
503371,Michal nad Žitavou,800404,DLH,,,0.0,0.0,18888.0,12216.0,5544.0
503380,Veľký Kýr,800404,DLH,25426.58,2002.58,151071.27,114747.87,78542.96,94038.06,57833.16
503398,Mojzesovo,800404,DLH,105205.34,72177.26,57572.73,38765.92,32172.52,0.0,28.13
503401,Mužla,800404,DLH,26114.7,8630.48,9622.46,94446.0,61122.0,197488.73,147112.49
503436,Nová Vieska,800404,DLH,102010.0,76876.74,96376.74,114257.74,96257.74,50484.74,109523.26
503452,Palárikovo,800404,DLH,78360.62,46574.18,144890.59,288165.62,239084.58,268208.55,219127.5
503479,Podhájska,800404,DLH,,,0.0,0.0,0.0,0.0,0.0
503487,Pozba,800404,DLH,,,0.0,0.0,0.0,0.0,0.0
503495,Radava,800404,DLH,39297.37,29395.37,29395.37,29395.37,25613.37,39825.37,39825.37
503509,Rastislavice,800404,DLH,29931.12,57359.12,60152.12,48122.12,84540.12,45468.47,46320.9
503517,Rúbaň,800404,DLH,147529.15,134331.0,122331.0,159331.0,119331.0,93946.0,96696.0
503525,Salka,800404,DLH,101160.0,70020.0,38880.0,57270.74,130754.56,120399.48,199633.63
503533,Semerovo,800404,DLH,,,0.0,0.0,0.0,0.0,0.0
503541,Sikenička,800404,DLH,,,79674.88,70854.88,74034.88,73920.55,82602.55
503550,Strekov,800404,DLH,,,0.0,0.0,0.0,0.0,34130.0
503568,Svodín,800404,DLH,186665.95,160830.0,134070.0,107310.0,80550.0,96048.0,69288.0
503576,Šarkan,800404,DLH,385.8,,0.0,0.0,0.0,0.0,0.0
503584,Štúrovo,800404,DLH,0.0,9666.67,4833.34,0.0,185645.06,556469.82,1212751.2
503592,Šurany,800404,DLH,4920.0,126220.04,67352.33,3613.0,16025.62,251489.66,427223.86
503606,Trávnica,800404,DLH,,,0.0,0.0,0.0,0.0,0.0
503614,Tvrdošovce,800404,DLH,803508.71,722218.19,640927.67,559637.15,478346.63,490758.11,634985.04
503631,Veľké Lovce,800404,DLH,283608.0,242616.0,201624.0,160632.0,119640.0,78648.0,37656.0
503649,Zemné,800404,DLH,704645.11,88277.31,64649.31,41021.31,25236.9,47968.9,110856.28
556025,Vlkas,800404,DLH,12437.29,10037.29,7637.29,5237.29,2837.29,437.29,0.0
556033,Pavlová,800404,DLH,,,0.0,36000.0,31356.0,0.0,24818.0
556050,Úľany nad Žitavou,800404,DLH,247777.34,189225.36,130473.36,121717.36,84475.36,109158.46,86860.46
556092,Nána,800404,DLH,191278.0,193014.0,171750.0,150486.0,129222.0,130262.0,512507.04
582361,Obid,800404,DLH,43338.16,32868.84,22422.36,11527.84,924.4,17741.0,17741.0
500241,Hájske,800405,DLH,,26240.0,64354.0,43090.0,37815.33,117411.86,0.0
500739,Močenok,800405,DLH,1445327.81,658677.37,531677.37,640436.91,457836.91,364519.91,222765.43
503711,Diakovce,800405,DLH,162469.64,248407.45,86403.07,179532.2,168542.0,242565.2,230652.0
503720,Dlhá nad Váhom,800405,DLH,,,0.0,0.0,0.0,0.0,0.0
503886,Kráľová nad Váhom,800405,DLH,141381.63,119973.63,102755.63,87659.63,78073.63,99251.63,90815.63
503932,Neded,800405,DLH,395219.65,131983.6,68997.16,23246.15,130049.12,283168.97,268739.93
503991,Selice,800405,DLH,2966460.0,310540.93,-12120.01,490030.83,454875.92,415915.32,382687.1
504025,Šaľa,800405,DLH,3506748.35,3244812.35,3135672.35,3627982.48,4462539.23,5232322.28,6376308.76
504068,Tešedíkovo,800405,DLH,,,0.0,0.0,0.0,65935.0,65935.0
504092,Trnovec nad Váhom,800405,DLH,,,0.0,0.0,0.0,47782.0,47782.0
504165,Vlčany,800405,DLH,44795.27,,0.0,0.0,0.0,60000.0,60000.0
504190,Žihárec,800405,DLH,388318.68,384759.64,367323.33,371569.55,495909.71,580570.34,542507.2
555878,Horná Kráľová,800405,DLH,,,0.0,0.0,0.0,0.0,57905.13
504998,Topoľčany,800406,DLH,,6.0,320.4,0.0,233.86,596000.0,596000.0
505021,Lipovník,800406,DLH,,,0.0,0.0,0.0,0.0,0.0
505048,Ludanice,800406,DLH,,,0.0,0.0,0.0,35000.0,35000.0
505064,Lužany,800406,DLH,,,0.0,0.0,0.0,0.0,0.0
505137,Malé Ripňany,800406,DLH,45600.0,42000.0,39400.0,49579.94,47179.94,19779.94,0.0
505226,Nemečky,800406,DLH,,,0.0,0.0,147265.93,0.0,0.0
505234,Nitrianska Blatnica,800406,DLH,101090.77,23751.16,0.0,104655.23,96828.98,91555.84,27946.0
505242,Nitrianska Streda,800406,DLH,96670.03,61590.23,30290.23,110790.23,69840.23,89840.23,65690.23
505251,Norovce,800406,DLH,,,0.0,0.0,58572.0,52860.0,47148.0
505285,Oponice,800406,DLH,,,0.0,0.0,0.0,16104.0,16104.0
505340,Podhradie,800406,DLH,,,0.0,0.0,0.0,,
505374,Prašice,800406,DLH,273019.59,230878.47,188737.26,152114.31,124240.15,300543.03,261845.91
505404,Preseľany,800406,DLH,,,0.0,0.0,0.0,0.0,0.0
505421,Radošina,800406,DLH,74266.0,70444.06,44232.23,17499.79,9159.45,39039.51,230220.0
505439,Rajčany,800406,DLH,,,0.0,0.0,0.0,10019.0,10019.0
505498,Solčany,800406,DLH,308993.93,26667.68,8641.4,0.0,0.0,0.0,0.0
505510,Súlovce,800406,DLH,67204.22,62032.22,40553.02,19785.0,203254.51,55378.0,46042.0
505536,Šalgovce,800406,DLH,,,0.0,0.0,0.0,0.0,0.0
505561,Tesáre,800406,DLH,,,0.0,34888.41,0.0,13167.0,13167.0
505617,Tvrdomestice,800406,DLH,38920.61,35920.61,40920.61,29920.61,26920.61,111320.61,20920.61
505641,Urmince,800406,DLH,,,0.0,0.0,245967.03,227664.06,198046.12
