kodOrganizacie,nazovOrganizacie,kodNadurovne,kategoria,2015,2016,2017,2018,2019,2020,2021
525251,Šindliar,800707,DLH,,,0.0,0.0,0.0,0.0,0.0
525260,Široké,800707,DLH,,,0.0,0.0,0.0,66268.0,66268.0
525278,Štefanovce,800707,DLH,,,0.0,0.0,0.0,0.0,0.0
525286,Teriakovce,800707,DLH,467492.45,37649.62,37649.62,37649.62,37649.62,169025.62,169025.62
525294,Terňa,800707,DLH,158140.07,126808.07,145867.68,154583.0,203371.0,194422.72,316215.0
525324,Trnkov,800707,DLH,0.0,4541.5,0.0,16500.0,0.0,0.0,0.0
525332,Tuhrina,800707,DLH,,,0.0,29215.73,120000.0,244417.98,218577.98
525341,Tulčík,800707,DLH,234938.5,,0.0,0.0,0.0,24624.0,24624.0
525383,Varhaňovce,800707,DLH,70707.03,52707.03,34707.03,16707.03,53765.23,83540.55,103621.67
525391,Veľký Slivník,800707,DLH,21625.56,18025.56,21073.56,17574.36,14924.36,7687.0,28887.14
525405,Veľký Šariš,800707,DLH,333506.28,590871.42,655717.04,616157.5,706821.5,648839.22,1803136.22
525413,Víťaz,800707,DLH,0.0,,0.0,0.0,0.0,0.0,0.0
525430,Vyšná Šebastová,800707,DLH,59850.0,25650.0,0.0,0.0,0.0,21689.0,227452.44
525448,Záborské,800707,DLH,,,0.0,0.0,0.0,19065.0,444065.0
525456,Záhradné,800707,DLH,122754.3,165171.71,154212.71,148672.71,132672.71,132672.71,150887.71
525472,Zlatá Baňa,800707,DLH,,,0.0,0.0,0.0,0.0,0.0
525499,Žehňa,800707,DLH,,,0.0,0.0,0.0,0.0,0.0
525502,Žipov,800707,DLH,,,0.0,0.0,0.0,47458.03,32458.03
525511,Župčany,800707,DLH,,,0.0,285961.42,265200.0,258783.0,223983.0
556823,Medzany,800707,DLH,,,0.0,0.0,0.0,0.0,21624.0
559971,Lipníky,800707,DLH,29742.48,20321.48,11049.0,0.0,38612.17,26731.57,14850.97
559989,Suchá Dolina,800707,DLH,1180.0,,0.0,0.0,0.0,0.0,0.0
524182,Bajerovce,800708,DLH,59720.0,79789.31,56023.86,47395.86,39967.86,36104.86,23311.01
524204,Bodovce,800708,DLH,,,0.0,0.0,0.0,11380.0,11380.0
524239,Brezovica,800708,DLH,,,101777.02,84629.02,67481.02,88333.02,71185.02
524247,Brezovička,800708,DLH,0.0,,0.0,0.0,0.0,0.0,0.0
524280,Červená Voda,800708,DLH,,,0.0,0.0,116880.67,120896.0,80180.6
524298,Červenica pri Sabinove,800708,DLH,,,0.0,0.0,146296.54,138136.54,113176.54
524310,Ďačov,800708,DLH,,,0.0,0.0,0.0,0.0,0.0
524328,Daletice,800708,DLH,,,0.0,0.0,0.0,1352.0,1352.0
524344,Drienica,800708,DLH,,,0.0,0.0,0.0,13336.0,13336.0
524379,Dubovica,800708,DLH,,,0.0,0.0,0.0,0.0,0.0
524441,Hanigovce,800708,DLH,4104.39,3336.39,0.0,0.0,0.0,1809.0,1809.0
524492,Hubošovce,800708,DLH,18000.0,13000.0,9000.0,39000.0,45000.0,62711.0,56000.0
524557,Jakovany,800708,DLH,,,0.0,0.0,0.0,7414.0,7414.0
524565,Jakubova Voľa,800708,DLH,,16560.0,11400.0,6240.0,1080.0,8074.0,8074.0
524573,Jakubovany,800708,DLH,,,0.0,0.0,0.0,17638.0,17638.0
524603,Jarovnice,800708,DLH,1330770.0,1467950.13,1271450.13,1074950.13,1321644.44,1398031.08,1099711.38
524611,Kamenica,800708,DLH,,,0.0,0.0,0.0,0.0,0.0
524671,Krásna Lúka,800708,DLH,,,0.0,0.0,0.0,13223.0,13223.0
524689,Krivany,800708,DLH,102417.02,84417.02,66417.02,198417.02,164817.02,157020.02,129003.0
524778,Lipany,800708,DLH,604687.32,479805.48,354923.64,429995.8,1891008.58,1813435.58,1743445.76
524816,Lúčka,800708,DLH,,,0.0,0.0,0.0,0.0,0.0
524824,Ľutina,800708,DLH,19550.2,12386.2,5222.2,0.0,0.0,12000.0,12000.0
524875,Milpoš,800708,DLH,0.0,,0.0,0.0,0.0,12798.0,12798.0
524921,Nižný Slavkov,800708,DLH,0.0,,0.0,0.0,0.0,18619.0,103792.8
524948,Olejníkov,800708,DLH,,,0.0,0.0,0.0,7336.0,7336.0
524956,Oľšov,800708,DLH,,,0.0,0.0,0.0,31728.69,0.0
524981,Ostrovany,800708,DLH,113793.0,85329.0,56865.0,28401.0,0.0,0.0,0.0
525006,Pečovská Nová Ves,800708,DLH,212334.79,151435.89,90534.79,29634.79,0.0,0.0,0.0
525049,Poloma,800708,DLH,200426.35,171802.94,165141.54,144993.94,137797.94,216761.94,229498.76
525081,Ratvaj,800708,DLH,,,0.0,0.0,0.0,1821.0,1821.0
525090,Ražňany,800708,DLH,0.0,,0.0,0.0,0.0,28478.0,28478.0
525103,Renčišov,800708,DLH,12103.23,,0.0,0.0,0.0,2329.0,2329.0
525120,Rožkovany,800708,DLH,46777.0,40777.0,34777.0,28777.0,22777.0,42942.0,36942.0
525146,Sabinov,800708,DLH,181435.92,92730.22,42082.9,459438.65,1353211.52,1528762.0,1370637.5
525219,Šarišské Dravce,800708,DLH,367020.0,334761.8,254469.8,219389.28,216422.8,313501.08,276963.08
525235,Šarišské Michaľany,800708,DLH,599972.45,517172.45,434372.45,351572.45,275000.0,0.0,160000.0
525243,Šarišské Sokolovce,800708,DLH,35165.77,24817.88,27049.56,13993.88,8581.88,122530.39,107732.36
525308,Tichý Potok,800708,DLH,,,0.0,0.0,0.0,0.0,59500.0
525316,Torysa,800708,DLH,329371.12,292711.12,256051.12,319391.12,297520.87,290543.66,599658.47
525359,Uzovce,800708,DLH,32229.79,41930.52,34910.52,27890.52,219162.97,72660.58,60439.85
525367,Uzovské Pekľany,800708,DLH,,,0.0,0.0,0.0,12029.0,282029.0
525375,Uzovský Šalgov,800708,DLH,,,0.0,0.0,0.0,11827.0,11827.0
525421,Vysoká,800708,DLH,,,0.0,0.0,0.0,1700.0,1700.0
520039,Belá nad Cirochou,800709,DLH,20358.62,,0.0,0.0,0.0,0.0,0.0
520080,Brezovec,800709,DLH,,,560055.51,1164570.6,0.0,0.0,0.0
520136,Čukalovce,800709,DLH,18656.21,19972.54,19972.54,19972.54,17972.54,10972.54,4972.54
520161,Dlhé nad Cirochou,800709,DLH,70705.0,59965.0,49225.0,38485.0,27745.0,17005.0,6754.38
520179,Dúbrava,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520209,Hostovice,800709,DLH,,,0.0,98799.6,0.0,0.0,0.0
520217,Hrabová Roztoka,800709,DLH,,,0.0,0.0,0.0,0.0,8908.0
520284,Jalová,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520322,Kalná Roztoka,800709,DLH,,,0.0,9.62,0.0,0.0,0.0
520365,Klenová,800709,DLH,24616.56,19816.56,15016.56,10216.56,84750.56,71958.56,63350.0
520381,Kolbasov,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520390,Kolonica,800709,DLH,42024.79,34713.66,27206.08,19496.78,11570.95,3448.39,0.0
520438,Ladomirov,800709,DLH,,,0.0,28402.39,33312.0,28248.0,23184.0
520489,Michajlov,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520551,Nová Sedlica,800709,DLH,0.0,1363.92,0.0,0.0,0.0,0.0,0.0
520594,Osadné,800709,DLH,,,0.0,0.0,8400.0,19900.0,22000.0
520632,Parihuzovce,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520641,Pčoliné,800709,DLH,45732.0,40629.0,35526.0,30423.0,25320.0,20217.0,15114.0
520659,Pichne,800709,DLH,0.0,0.0,27066.35,14072.7,14072.7,59500.0,0.0
520675,Príslop,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520730,Runina,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520748,Ruská Volová,800709,DLH,3505.92,1005.92,0.0,0.0,0.0,0.0,0.0
520764,Ruský Potok,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520802,Snina,800709,DLH,1999920.47,2426891.82,2294259.37,2356191.52,4262501.16,6336046.57,6290980.16
520811,Stakčínska Roztoka,800709,DLH,,,0.0,0.0,0.0,40000.0,34276.0
520829,Stakčín,800709,DLH,95831.78,34000.0,20800.0,0.0,0.0,0.2,0.0
520845,Strihovce,800709,DLH,4985.77,3137.77,21021.85,17632.08,15532.08,13432.08,11332.08
520870,Šmigovec,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520888,Topoľa,800709,DLH,,,0.0,0.0,0.0,0.0,0.0
520918,Ubľa,800709,DLH,50155.38,71300.5,55437.9,188383.22,153959.5,228208.2,188665.09
520934,Ulič,800709,DLH,120231.82,145295.09,137674.21,208323.54,118658.87,237459.25,156997.39
520942,Uličské Krivé,800709,DLH,582.7,,0.0,0.0,0.0,0.0,0.0
521051,Zboj,800709,DLH,,,0.0,0.0,0.0,74900.0,25000.0
521108,Zemplínske Hámre,800709,DLH,,,74054.18,78329.0,58325.0,59788.0,158912.18
526665,Stará Ľubovňa,800710,DLH,1981651.39,1232904.33,1100348.64,1514046.08,2304349.15,2397343.73,4140080.0
526673,Čirč,800710,DLH,225145.4,109386.66,90462.66,71548.66,128274.45,228977.03,273318.03
526681,Ďurková,800710,DLH,,,0.0,81931.56,0.0,3000.0,3000.0
526690,Forbasy,800710,DLH,32461.0,24817.0,17173.0,45984.48,32232.48,33270.0,100162.0
526703,Hajtovka,800710,DLH,27698.0,2661.36,1534.08,856.8,235.96,114921.99,114921.99
526711,Haligovce,800710,DLH,,,0.0,0.0,0.0,13690.0,13690.0
526720,Hniezdne,800710,DLH,332012.97,299176.0,263176.0,227631.71,189553.29,220949.96,174227.03
526738,Hraničné,800710,DLH,0.0,0.0,3100.11,1036.11,0.0,2486.0,2486.0
526746,Hromoš,800710,DLH,,12000.0,10000.0,93293.21,5000.0,12470.0,12470.0
526754,Chmeľnica,800710,DLH,117459.99,56812.75,179222.62,165499.25,147498.38,148159.5,132147.94
526762,Jakubany,800710,DLH,,38.22,35.79,0.0,0.0,33000.0,33000.0
526771,Jarabina,800710,DLH,172163.73,151751.73,126215.35,83505.42,57723.88,156166.58,177255.95
526789,Kamienka,800710,DLH,259965.93,192560.75,146903.88,115103.6,87871.04,30096.0,83355.16
526797,Kolačkov,800710,DLH,12389.66,10840.22,9290.78,7741.34,6191.9,19642.46,18093.02
526801,Kremná,800710,DLH,,,0.0,0.0,0.0,,0.0
526819,Kyjov,800710,DLH,,,0.0,0.0,0.0,15951.0,215951.0
526827,Lacková,800710,DLH,,,0.0,62186.64,,14945.35,13945.35
526835,Legnava,800710,DLH,2.92,,0.0,0.0,0.0,0.0,0.0
526843,Lesnica,800710,DLH,301015.14,108882.93,93282.93,93282.93,77682.93,76070.93,68930.93
526851,Litmanová,800710,DLH,,,0.0,0.0,0.0,362334.8,11967.0
526860,Lomnička,800710,DLH,,783026.77,705641.17,685259.3,886666.29,825466.29,923010.29
526878,Ľubotín,800710,DLH,511368.29,433610.7,373971.02,344592.43,310153.31,535262.88,759496.6
526886,Malý Lipník,800710,DLH,,,0.0,0.0,0.0,10345.0,10345.0
526894,Matysová,800710,DLH,,,0.0,0.0,0.0,0.0,125889.05
526908,Mníšek nad Popradom,800710,DLH,,,0.0,0.0,0.0,11900.0,11900.0
526916,Nižné Ružbachy,800710,DLH,22586.41,18806.41,15026.41,11246.41,103616.41,225026.94,100591.0
526924,Nová Ľubovňa,800710,DLH,204417.0,0.0,161385.0,139869.0,118353.0,63567.0,63567.0
526932,Obručné,800710,DLH,,,0.0,0.0,0.0,0.0,0.0
526941,Orlov,800710,DLH,71573.85,94916.88,84521.73,135674.15,123686.15,111698.15,99710.15
526959,Plaveč,800710,DLH,,,0.0,0.0,600000.0,569727.0,503055.0
526967,Plavnica,800710,DLH,90626.69,71770.01,52913.33,96762.14,77002.14,105315.14,94899.14
526975,Podolínec,800710,DLH,47500.0,17500.0,0.0,5838.24,0.0,0.0,0.0
526983,Pusté Pole,800710,DLH,1782.49,,0.0,0.0,0.0,23000.0,22850.0
526991,Ruská Voľa nad Popradom,800710,DLH,3000.0,3003.0,0.0,0.0,0.0,1242.0,12442.0
527009,Starina,800710,DLH,,,0.0,0.0,0.0,0.0,0.0
527017,Stráňany,800710,DLH,,,0.0,0.0,0.0,2727.0,2727.0
527025,Sulín,800710,DLH,17163.54,,0.0,0.0,0.0,4219.0,4219.0
527033,Šambron,800710,DLH,-23923.9,3261.02,1540.22,0.0,0.0,5445.0,5445.0
527041,Šarišské Jastrabie,800710,DLH,98422.0,82618.0,66814.0,213404.29,278868.0,283321.0,250189.0
527050,Údol,800710,DLH,28875.0,,0.0,0.0,137068.22,39416.0,35912.0
527068,Veľká Lesná,800710,DLH,,119.0,0.0,166560.57,0.0,0.0,0.0
527076,Veľký Lipník,800710,DLH,,,0.0,0.0,137928.94,19983.0,149371.27
527084,Vislanka,800710,DLH,,,0.0,0.0,0.0,6461.0,6461.0
527092,Vyšné Ružbachy,800710,DLH,36731.85,22782.56,148871.9,159734.4,136500.04,142479.04,121047.04
527114,Baňa,800711,DLH,,,0.0,0.0,0.0,211.25,413.01
527157,Breznica,800711,DLH,,,0.0,0.0,0.0,14987.0,14987.0
527165,Breznička,800711,DLH,,,0.0,0.0,0.0,1500.0,11472.13
527173,Brusnica,800711,DLH,65703.13,49476.02,49476.02,49476.02,72018.49,112004.49,104564.49
527181,Bukovce,800711,DLH,6786.78,5042.1,3297.42,1552.74,9900.0,32765.0,44054.32
527190,Bystrá,800711,DLH,,,0.0,0.0,0.0,0.0,0.0
527203,Bžany,800711,DLH,20136.88,17645.68,15154.48,12663.28,10172.08,10309.88,7818.68
527262,Duplín,800711,DLH,,,0.0,0.0,2598.24,11270.0,11270.0
527289,Gribov,800711,DLH,8959.55,6602.5,4279.55,1939.55,0.0,2472.0,2472.0
527297,Havaj,800711,DLH,71174.92,48774.92,46374.92,43974.92,27574.92,36477.92,34077.92
527335,Chotča,800711,DLH,,,0.0,0.0,0.0,12587.0,77639.8
527343,Jakušovce,800711,DLH,,,0.0,0.0,8002.0,6967.93,4967.93
527386,Kolbovce,800711,DLH,52523.48,44543.48,60168.37,56019.64,46066.57,37669.26,29266.57
527408,Korunková,800711,DLH,,,0.0,0.0,0.0,0.0,0.0
527416,Kožuchovce,800711,DLH,,,0.0,0.0,0.0,780.0,780.0
527467,Krišľovce,800711,DLH,,,0.0,0.0,0.0,397.0,397.0
527475,Krušinec,800711,DLH,,,0.0,0.0,0.0,3023.0,3023.0
527513,Lomné,800711,DLH,87534.32,24106.47,20194.47,35354.47,34559.21,53774.7,39858.7
527521,Makovce,800711,DLH,5867.42,4067.42,3800.0,3800.0,3300.0,3300.0,3300.0
527530,Malá Poľana,800711,DLH,,,0.0,0.0,0.0,1533.0,1533.0
527572,Miková,800711,DLH,,,0.0,0.0,0.0,5084.61,3560.61
527581,Miňovce,800711,DLH,,,0.0,0.0,0.0,15499.45,15499.45
527611,Mrázovce,800711,DLH,,,0.0,0.0,0.0,0.0,0.0
527637,Nižná Olšava,800711,DLH,,,0.0,0.0,40000.0,24445.0,8887.0
527700,Oľšavka,800711,DLH,,,0.0,0.0,20229.67,15645.67,11061.67
527718,Potôčky,800711,DLH,,,0.0,0.0,0.0,865.0,865.0
527726,Potoky,800711,DLH,416.18,,358411.49,0.0,0.0,0.0,0.0
527793,Kručov,800711,DLH,,,0.0,0.0,17273.14,19244.14,16484.14
527815,Soľník,800711,DLH,,,0.0,6000.0,4800.0,3600.0,2400.0
527823,Staškovce,800711,DLH,40050.0,40400.0,39950.0,37138.0,34546.0,36871.0,32875.0
527840,Stropkov,800711,DLH,2064790.81,558564.32,380011.79,230129.53,307079.0,476287.24,391400.0
527866,Šandal,800711,DLH,,,0.0,0.0,0.0,4098.0,4098.0
527912,Tisinec,800711,DLH,20000.0,,0.0,0.0,20665.0,41940.0,33936.1
527921,Tokajík,800711,DLH,6139.01,5803.01,5467.01,10131.01,23000.0,36660.0,34310.0
527939,Turany nad Ondavou,800711,DLH,7900.06,1900.06,0.0,0.0,0.0,7300.0,7300.0
527971,Varechovce,800711,DLH,17533.75,16537.75,13541.75,12545.75,11750.0,11750.0,0.0
527980,Veľkrop,800711,DLH,,,0.0,0.0,0.0,3113.0,3113.0
527998,Vislava,800711,DLH,5350.0,,617208.47,0.0,0.0,2387.0,35387.0
528005,Vladiča,800711,DLH,,,0.0,0.0,0.0,889.0,889.0
528013,Vojtovce,800711,DLH,,,0.0,0.0,0.0,1294.0,1294.0
528021,Vyškovce,800711,DLH,,,0.0,0.0,0.0,1555.0,1555.0
528048,Vyšná Olšava,800711,DLH,,,0.0,0.0,0.0,13750.0,13750.0
560073,Vyšný Hrabovec,800711,DLH,1552.0,,0.0,0.0,11354.64,13442.75,12242.75
519197,Giraltovce,800712,DLH,833544.29,751038.68,807197.11,731075.36,654941.11,1470536.11,671338.44
519316,Kalnište,800712,DLH,67419.42,54795.42,42171.42,29547.42,16875.56,68327.54,70867.2
519332,Kobylnice,800712,DLH,1200.0,10580.0,9020.0,7460.0,4700.0,4318.0,2758.0
519391,Kračúnovce,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
519448,Kuková,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
519537,Lúčka,800712,DLH,88307.12,94790.9,84415.81,78672.91,126627.34,146389.71,176629.71
519561,Lužany pri Topli,800712,DLH,5053.51,27473.51,22793.51,19540.0,17020.0,17500.0,14980.0
519596,Mičakovce,800712,DLH,4127.76,677.16,0.0,0.0,214.37,4757.02,2746.63
519987,Železník,800712,DLH,45678.21,39270.21,32862.21,26454.21,66971.61,66095.69,89119.69
519995,Želmanovce,800712,DLH,70875.33,69195.33,66315.33,62235.33,58155.33,54075.33,49995.33
527106,Svidník,800712,DLH,484608.0,467328.0,483015.06,744324.08,931509.92,1174616.41,1571372.91
527122,Belejovce,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527131,Beňadikovce,800712,DLH,4886.52,3213.6,1540.68,0.0,0.0,2542.0,2542.0
527149,Bodružal,800712,DLH,,,8000.0,5500.0,3000.0,3800.0,3800.0
527211,Cernina,800712,DLH,11000.0,,0.0,0.0,0.0,13751.0,13751.0
527220,Cigla,800712,DLH,2444.0,800.0,300.0,300.0,4831.28,4531.28,3531.28
527238,Dlhoňa,800712,DLH,,,0.0,2000.0,2000.0,0.0,0.0
527246,Dobroslava,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527254,Dubová,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527271,Fijaš,800712,DLH,,,0.0,0.0,0.0,1894.0,1894.0
527301,Havranec,800712,DLH,,,0.0,0.0,7000.0,0.0,0.0
527319,Hrabovčík,800712,DLH,,,0.0,0.0,0.0,57094.28,57094.28
527327,Hunkovce,800712,DLH,,,0.0,0.0,0.0,60374.0,60374.0
527351,Jurkova Voľa,800712,DLH,,,0.0,0.0,0.0,1087.0,1087.0
527360,Kapišová,800712,DLH,18841.07,10899.02,0.0,0.0,0.0,3348.8,10000.0
527378,Kečkovce,800712,DLH,,,0.0,0.0,0.0,3400.0,3400.0
527394,Korejovce,800712,DLH,,,0.0,0.0,0.0,1068.0,1068.0
527424,Krajná Bystrá,800712,DLH,2815.13,,0.0,0.0,0.0,5804.0,5804.0
527432,Krajná Poľana,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527441,Krajná Porúbka,800712,DLH,,,0.0,1500.0,0.0,0.0,0.0
527459,Krajné Čierno,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527483,Kružlová,800712,DLH,,,0.0,2.78,27998.85,22695.0,22693.08
527491,Kurimka,800712,DLH,46.23,,0.0,13149.8,23904.61,20924.61,12944.61
527505,Ladomirová,800712,DLH,206142.1,186819.89,188961.44,245330.37,185728.28,162491.21,464298.87
527548,Matovce,800712,DLH,,,0.0,0.0,0.0,1530.0,1530.0
527556,Medvedie,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527564,Mestisko,800712,DLH,4651.41,2251.41,0.0,0.0,0.0,5856.0,5856.0
527599,Miroľa,800712,DLH,18.55,20.73,0.0,0.0,0.0,0.0,0.0
527602,Mlynárovce,800712,DLH,9886.52,3213.6,1540.68,0.0,0.0,6636.66,2966.0
527629,Nižná Jedľová,800712,DLH,168.51,0.0,0.0,0.0,990.0,2234.0,2234.0
527645,Nižná Pisaná,800712,DLH,,,0.0,0.0,4638.95,0.0,0.0
527653,Nižný Komárnik,800712,DLH,21961.19,21961.19,44225.19,43325.19,41525.19,42081.19,39681.19
527661,Nižný Mirošov,800712,DLH,6051.84,2931.84,0.0,2.14,15534.5,84370.22,64879.72
527670,Nižný Orlík,800712,DLH,,0.0,0.0,0.0,0.0,4000.0,4000.0
527688,Nová Polianka,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527696,Okrúhle,800712,DLH,45217.45,45217.45,45217.45,45217.45,94217.45,94217.45,94217.45
527734,Príkra,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527742,Pstriná,800712,DLH,1050.0,,0.0,0.0,0.0,2283.0,2233.0
527751,Radoma,800712,DLH,12800.0,5300.0,0.0,0.0,0.0,19297.53,15000.0
527769,Rakovčík,800712,DLH,10572.9,9000.0,9000.0,9000.0,9000.0,9434.0,7034.0
527777,Rovné,800712,DLH,15521.13,11975.97,8430.81,40288.88,31202.61,29679.12,19911.12
527785,Roztoky,800712,DLH,17247.0,9099.0,10051.0,53083.0,155.0,9189.0,9189.0
527807,Soboš,800712,DLH,5250.0,3450.0,3550.0,4724.0,9724.0,11994.0,11138.8
527831,Stročín,800712,DLH,,,0.0,0.0,20946.0,12282.0,3618.0
527858,Svidnička,800712,DLH,9995.26,7955.26,5915.26,3875.26,24001.31,27818.82,27818.82
527874,Šarbov,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527882,Šarišský Štiavnik,800712,DLH,58681.86,55081.86,51081.86,45081.86,39081.86,36566.86,30566.86
527891,Šemetkovce,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
527904,Štefurov,800712,DLH,,,0.0,0.0,0.0,2499.0,1475.0
527947,Vagrinec,800712,DLH,9400.0,,0.0,0.0,0.0,10571.63,19921.99
527955,Valkovce,800712,DLH,643.55,,0.0,0.0,0.0,5144.0,37144.0
527963,Vápeník,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
528030,Vyšná Jedľová,800712,DLH,8178.0,6178.0,2978.0,0.0,0.0,20000.0,18800.0
528056,Vyšná Pisaná,800712,DLH,,,7000.0,0.0,0.0,1000.0,0.0
528064,Vyšný Komárnik,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
528072,Vyšný Mirošov,800712,DLH,,,0.0,0.0,0.0,0.0,0.0
528081,Vyšný Orlík,800712,DLH,30260.27,24260.27,18260.27,93568.52,119228.52,112888.52,74288.25
580601,Dukovce,800712,DLH,12129.46,8716.0,6316.0,3916.0,1516.0,7800.0,30770.06
528731,Holčíkovce,800713,DLH,0.0,,0.0,49629.66,62937.54,16293.66,0.0
528749,Jasenovce,800713,DLH,8617.0,7617.0,11597.0,10097.0,10097.0,12097.0,9597.0
528757,Jastrabie nad Topľou,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
528765,Juskova Voľa,800713,DLH,30000.0,20001.0,10001.0,0.0,0.0,0.0,0.0
528773,Kamenná Poruba,800713,DLH,62490.76,40625.3,31748.79,23669.15,406824.24,356315.04,308184.0
528781,Kladzany,800713,DLH,67380.57,67380.57,67380.57,76765.57,75085.57,73405.57,114082.08
528790,Komárany,800713,DLH,14203.74,14203.74,8703.74,31764.74,25305.0,30522.0,56766.0
528811,Kučín,800713,DLH,68572.0,47144.0,15716.0,2558.16,119999.95,126827.33,92024.71
528820,Kvakovce,800713,DLH,23898.44,16963.77,13183.77,9403.77,5623.77,155550.91,132172.62
528838,Majerovce,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
528846,Malá Domaša,800713,DLH,94776.99,77165.16,167024.76,294035.97,133924.66,187250.81,183062.49
528854,Matiaška,800713,DLH,56800.52,42472.38,28603.57,11257.15,73202.63,62202.63,44202.63
528862,Medzianky,800713,DLH,20160.0,16320.0,12480.0,8640.0,4800.0,30960.0,40616.14
528871,Merník,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
528889,Michalok,800713,DLH,,,0.0,0.0,48792.52,68990.0,0.0
528901,Nižný Hrabovec,800713,DLH,27468.0,12708.0,0.0,0.0,0.0,0.0,0.0
528919,Nižný Hrušov,800713,DLH,0.14,22825.93,14982.15,0.0,0.0,349107.32,323907.32
528927,Nižný Kručov,800713,DLH,65174.68,56354.68,47534.68,41654.68,34304.68,7880.68,7880.68
528935,Nová Kelča,800713,DLH,10080.0,22948.14,12828.14,4800.0,61600.0,90400.0,50000.0
528943,Ondavské Matiašovce,800713,DLH,,,0.0,0.0,0.0,14331.0,14331.0
528960,Pavlovce,800713,DLH,50004.0,29316.0,53546.0,34754.0,24590.0,76119.0,55785.0
528978,Petkovce,800713,DLH,,,0.0,0.0,0.0,140111.55,0.0
528986,Petrovce,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
528994,Piskorovce,800713,DLH,,,0.0,0.0,0.0,1480.0,1480.0
529001,Poša,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
529028,Prosačov,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
529036,Radvanovce,800713,DLH,,,0.0,0.0,22605.6,0.0,0.0
529044,Rafajovce,800713,DLH,,,0.0,0.0,0.0,2212.0,2212.0
529052,Remeniny,800713,DLH,10744.95,6000.0,1200.0,0.0,154396.77,0.0,0.0
529079,Rudlov,800713,DLH,54711.92,59629.7,53535.98,50442.26,44348.54,74754.82,97061.1
529109,Ruská Voľa,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
529117,Vyšný Kazimír,800713,DLH,14779.01,14431.01,14083.01,11735.01,11387.01,9039.01,8720.01
529125,Sačurov,800713,DLH,0.0,14195.56,139281.64,64387.71,14298.62,0.0,0.0
529133,Sečovská Polianka,800713,DLH,215272.12,182690.09,146678.28,110272.12,74272.12,38272.12,2272.12
529141,Sedliská,800713,DLH,289417.76,,1.84,1.3,0.0,24766.0,24766.0
529150,Skrabské,800713,DLH,31766.81,25469.42,19108.45,12721.59,6373.19,33980.0,53980.0
529168,Slovenská Kajňa,800713,DLH,81231.12,124747.12,98093.86,264998.86,342061.66,248552.2,270180.99
529176,Soľ,800713,DLH,271897.84,,90000.0,137348.11,248681.33,251052.8,359641.33
529184,Štefanovce,800713,DLH,8050.0,8050.0,7700.0,7100.0,6500.0,5900.0,5300.0
529192,Tovarné,800713,DLH,97195.69,92363.49,106128.8,85115.69,65075.69,45135.99,117922.6
529206,Tovarnianska Polianka,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
529214,Vavrinec,800713,DLH,,,0.0,0.0,0.0,10526.47,9422.28
529222,Vechec,800713,DLH,,,0.0,0.0,0.0,0.0,42170.74
529231,Vlača,800713,DLH,,,0.0,0.0,13500.0,12000.0,10500.0
529257,Vyšný Žipov,800713,DLH,,,0.0,0.0,32797.7,110685.81,86685.81
529265,Zámutov,800713,DLH,264769.11,224061.51,183353.91,142646.31,110454.6,90063.0,69671.4
529281,Zlatník,800713,DLH,,,0.0,0.0,0.0,0.0,0.0
529290,Žalobín,800713,DLH,56488.44,40688.44,24888.44,48254.44,29158.0,19150.0,9142.0
544051,Vranov nad Topľou,800713,DLH,4378488.63,4199695.66,4989195.71,5560379.49,5163753.19,5250165.51,6383016.76
544060,Babie,800713,DLH,51854.33,36040.87,13040.87,0.0,0.0,0.0,0.0
544078,Banské,800713,DLH,22017.54,,0.0,0.0,0.0,0.0,0.0
